,mean_IG,mean_DL,mean_GS,mean_GB,mean_IXG,feature_names,borda_rank
1236,3.963775949504789e-06,4.968705725441688e-06,3.0887143155385585e-06,-0.0022098989531196,2.503296938222503e-05,TFs_and_others_BACH1,2709.0
773,0.0003694729156921,6.120027233531068e-06,0.0001215961237903,-0.0020965066095135,-1.457069741709286e-05,TFs_and_others_ZC3H4,2741.0
1901,0.0001737900026342,3.205997198646776e-07,8.8716296050019e-06,-0.0026831553072908,3.361610526568054e-05,TFs_and_others_ZNF138,2758.0
1905,0.0004077089136222,7.798860985514649e-07,-1.5088025795806784e-05,-0.0016207091521239,0.0001568484101845,TFs_and_others_ZNF76,2759.0
748,2.2571897104577268e-06,7.935094590769474e-08,1.6243600493227256e-05,-0.0015014024183993,3.062633026742611e-06,TFs_and_others_ZNF174,2767.0
1826,-1.728109134896058e-05,6.490004489510065e-06,2.982045575687824e-05,-0.0015194223205377,1.8515484648791008e-06,TFs_and_others_ZNF169,2770.0
904,0.0005410172899841,-1.104330204484808e-05,2.819912155012676e-05,-0.0015001264003945,0.0002105169865852,TFs_and_others_TFDP1,2776.0
861,0.0008229314542505,3.2647893446128757e-06,-5.508940366537554e-05,-0.0019144445964086,0.0005639766260374,TFs_and_others_RAG2,2783.0
1906,1.0035036270566225e-05,1.6556348296254e-06,7.184295925027865e-06,-0.0023876159191485,1.91770557201868e-05,TFs_and_others_FOXF1,2802.0
185,5.957799434057096e-05,1.1032597515630206e-05,-0.0001781527535369,-0.0012366899115688,3.098747205715245e-05,TFs_and_others_TLE3,2809.0
